date,symbol,file,status,bytes
2026-07-24,GTCUSDT,GTCUSDT-aggTrades-2026-07-24.zip,ok,38060
2026-07-24,GUNUSDT,GUNUSDT-1m-2026-07-24.zip,ok,22211
2026-07-24,GUNUSDT,GUNUSDT-aggTrades-2026-07-24.zip,ok,34293
2026-07-24,GUSDT,GUSDT-1m-2026-07-24.zip,ok,22274
2026-07-24,GUSDT,GUSDT-aggTrades-2026-07-24.zip,ok,52000
2026-07-24,HAEDALUSDT,HAEDALUSDT-1m-2026-07-24.zip,ok,19729
2026-07-24,HAEDALUSDT,HAEDALUSDT-aggTrades-2026-07-24.zip,ok,27112
2026-07-24,HBARUSDT,HBARUSDT-1m-2026-07-24.zip,ok,47158
2026-07-24,HBARUSDT,HBARUSDT-aggTrades-2026-07-24.zip,ok,396621
2026-07-24,HEIUSDT,HEIUSDT-1m-2026-07-24.zip,ok,44506
2026-07-24,HEIUSDT,HEIUSDT-aggTrades-2026-07-24.zip,ok,330972
2026-07-24,HEMIUSDT,HEMIUSDT-1m-2026-07-24.zip,ok,43101
2026-07-24,HEMIUSDT,HEMIUSDT-aggTrades-2026-07-24.zip,ok,343726
2026-07-24,HFTUSDT,HFTUSDT-1m-2026-07-24.zip,ok,54891
2026-07-24,HFTUSDT,HFTUSDT-aggTrades-2026-07-24.zip,ok,592162
2026-07-24,HIVEUSDT,HIVEUSDT-1m-2026-07-24.zip,ok,16998
2026-07-24,HIVEUSDT,HIVEUSDT-aggTrades-2026-07-24.zip,ok,18261
2026-07-24,HMSTRUSDT,HMSTRUSDT-1m-2026-07-24.zip,ok,39554
2026-07-24,HMSTRUSDT,HMSTRUSDT-aggTrades-2026-07-24.zip,ok,213300
2026-07-24,HOLOUSDT,HOLOUSDT-1m-2026-07-24.zip,ok,26531
2026-07-24,HOLOUSDT,HOLOUSDT-aggTrades-2026-07-24.zip,ok,67836
2026-07-24,HOMEUSDT,HOMEUSDT-1m-2026-07-24.zip,ok,49543
2026-07-24,HOMEUSDT,HOMEUSDT-aggTrades-2026-07-24.zip,ok,828457
2026-07-24,HOODBUSDT,HOODBUSDT-1m-2026-07-24.zip,ok,20327
2026-07-24,HOODBUSDT,HOODBUSDT-aggTrades-2026-07-24.zip,ok,36882
2026-07-24,HOTUSDT,HOTUSDT-1m-2026-07-24.zip,ok,19078
2026-07-24,HOTUSDT,HOTUSDT-aggTrades-2026-07-24.zip,ok,27179
2026-07-24,HUMAUSDT,HUMAUSDT-1m-2026-07-24.zip,ok,25407
2026-07-24,HUMAUSDT,HUMAUSDT-aggTrades-2026-07-24.zip,ok,41510
2026-07-24,IBMBUSDT,IBMBUSDT-1m-2026-07-24.zip,ok,28248
2026-07-24,IBMBUSDT,IBMBUSDT-aggTrades-2026-07-24.zip,ok,191522
2026-07-24,ICPUSDT,ICPUSDT-1m-2026-07-24.zip,ok,38483
2026-07-24,ICPUSDT,ICPUSDT-aggTrades-2026-07-24.zip,ok,134368
2026-07-24,ICXUSDT,ICXUSDT-1m-2026-07-24.zip,ok,12612
2026-07-24,ICXUSDT,ICXUSDT-aggTrades-2026-07-24.zip,ok,7810
2026-07-24,IDUSDT,IDUSDT-1m-2026-07-24.zip,ok,20133
2026-07-24,IDUSDT,IDUSDT-aggTrades-2026-07-24.zip,ok,32529
2026-07-24,ILVUSDT,ILVUSDT-1m-2026-07-24.zip,ok,16594
2026-07-24,ILVUSDT,ILVUSDT-aggTrades-2026-07-24.zip,ok,19191
2026-07-24,IMXUSDT,IMXUSDT-1m-2026-07-24.zip,ok,22773
2026-07-24,IMXUSDT,IMXUSDT-aggTrades-2026-07-24.zip,ok,40162
2026-07-24,INITUSDT,INITUSDT-1m-2026-07-24.zip,ok,20623
2026-07-24,INITUSDT,INITUSDT-aggTrades-2026-07-24.zip,ok,28851
2026-07-24,INJUSDT,INJUSDT-1m-2026-07-24.zip,ok,49925
2026-07-24,INJUSDT,INJUSDT-aggTrades-2026-07-24.zip,ok,592512
2026-07-24,INTCBUSDT,INTCBUSDT-1m-2026-07-24.zip,ok,34797
2026-07-24,INTCBUSDT,INTCBUSDT-aggTrades-2026-07-24.zip,ok,218100
2026-07-24,INTWBUSDT,INTWBUSDT-1m-2026-07-24.zip,ok,30566
2026-07-24,INTWBUSDT,INTWBUSDT-aggTrades-2026-07-24.zip,ok,88555
2026-07-24,IOSTUSDT,IOSTUSDT-1m-2026-07-24.zip,ok,25301
2026-07-24,IOSTUSDT,IOSTUSDT-aggTrades-2026-07-24.zip,ok,36126
2026-07-24,IOTAUSDT,IOTAUSDT-1m-2026-07-24.zip,ok,20841
2026-07-24,IOTAUSDT,IOTAUSDT-aggTrades-2026-07-24.zip,ok,30877
2026-07-24,IOTXUSDT,IOTXUSDT-1m-2026-07-24.zip,ok,17252
2026-07-24,IOTXUSDT,IOTXUSDT-aggTrades-2026-07-24.zip,ok,13038
2026-07-24,IOUSDT,IOUSDT-1m-2026-07-24.zip,ok,29181
2026-07-24,IOUSDT,IOUSDT-aggTrades-2026-07-24.zip,ok,72153
2026-07-24,IQUSDT,IQUSDT-1m-2026-07-24.zip,ok,14812
2026-07-24,IQUSDT,IQUSDT-aggTrades-2026-07-24.zip,ok,7864
2026-07-24,JASMYUSDT,JASMYUSDT-1m-2026-07-24.zip,ok,20354
2026-07-24,JASMYUSDT,JASMYUSDT-aggTrades-2026-07-24.zip,ok,29900
2026-07-24,JOEUSDT,JOEUSDT-1m-2026-07-24.zip,ok,14633
2026-07-24,JOEUSDT,JOEUSDT-aggTrades-2026-07-24.zip,ok,19092
2026-07-24,JSTUSDT,JSTUSDT-1m-2026-07-24.zip,ok,46174
2026-07-24,JSTUSDT,JSTUSDT-aggTrades-2026-07-24.zip,ok,311669
2026-07-24,JTOUSDT,JTOUSDT-1m-2026-07-24.zip,ok,48761
2026-07-24,JTOUSDT,JTOUSDT-aggTrades-2026-07-24.zip,ok,519258
2026-07-24,JUVUSDT,JUVUSDT-1m-2026-07-24.zip,ok,26653
2026-07-24,JUVUSDT,JUVUSDT-aggTrades-2026-07-24.zip,ok,40266
2026-07-24,KAIAUSDT,KAIAUSDT-1m-2026-07-24.zip,ok,19128
2026-07-24,KAIAUSDT,KAIAUSDT-aggTrades-2026-07-24.zip,ok,28797
2026-07-24,KAITOUSDT,KAITOUSDT-1m-2026-07-24.zip,ok,56218
2026-07-24,KAITOUSDT,KAITOUSDT-aggTrades-2026-07-24.zip,ok,4068536
2026-07-24,KATUSDT,KATUSDT-1m-2026-07-24.zip,ok,23198
2026-07-24,KATUSDT,KATUSDT-aggTrades-2026-07-24.zip,ok,47407
2026-07-24,KAVAUSDT,KAVAUSDT-1m-2026-07-24.zip,ok,20089
2026-07-24,KAVAUSDT,KAVAUSDT-aggTrades-2026-07-24.zip,ok,27305
2026-07-24,KERNELUSDT,KERNELUSDT-1m-2026-07-24.zip,ok,25705
2026-07-24,KERNELUSDT,KERNELUSDT-aggTrades-2026-07-24.zip,ok,51921
2026-07-24,KGSTUSDT,KGSTUSDT-1m-2026-07-24.zip,ok,22344
2026-07-24,KGSTUSDT,KGSTUSDT-aggTrades-2026-07-24.zip,ok,66066
2026-07-24,KMNOUSDT,KMNOUSDT-1m-2026-07-24.zip,ok,26892
2026-07-24,KMNOUSDT,KMNOUSDT-aggTrades-2026-07-24.zip,ok,61294
2026-07-24,KNCUSDT,KNCUSDT-1m-2026-07-24.zip,ok,14858
2026-07-24,KNCUSDT,KNCUSDT-aggTrades-2026-07-24.zip,ok,12706
2026-07-24,KORUBUSDT,KORUBUSDT-1m-2026-07-24.zip,ok,35496
2026-07-24,KORUBUSDT,KORUBUSDT-aggTrades-2026-07-24.zip,ok,143139
2026-07-24,KSMUSDT,KSMUSDT-1m-2026-07-24.zip,ok,17428
2026-07-24,KSMUSDT,KSMUSDT-aggTrades-2026-07-24.zip,ok,16084
2026-07-24,LAUSDT,LAUSDT-1m-2026-07-24.zip,ok,51881
2026-07-24,LAUSDT,LAUSDT-aggTrades-2026-07-24.zip,ok,818658
2026-07-24,LAYERUSDT,LAYERUSDT-1m-2026-07-24.zip,ok,20588
2026-07-24,LAYERUSDT,LAYERUSDT-aggTrades-2026-07-24.zip,ok,30684
2026-07-24,LAZIOUSDT,LAZIOUSDT-1m-2026-07-24.zip,ok,32851
2026-07-24,LAZIOUSDT,LAZIOUSDT-aggTrades-2026-07-24.zip,ok,71572
2026-07-24,LDOUSDT,LDOUSDT-1m-2026-07-24.zip,ok,48764
2026-07-24,LDOUSDT,LDOUSDT-aggTrades-2026-07-24.zip,ok,324210
2026-07-24,LINEAUSDT,LINEAUSDT-1m-2026-07-24.zip,ok,28818
2026-07-24,LINEAUSDT,LINEAUSDT-aggTrades-2026-07-24.zip,ok,69904
2026-07-24,LISTAUSDT,LISTAUSDT-1m-2026-07-24.zip,ok,29769
2026-07-24,LISTAUSDT,LISTAUSDT-aggTrades-2026-07-24.zip,ok,81043
2026-07-24,LITEBUSDT,LITEBUSDT-1m-2026-07-24.zip,ok,18131
2026-07-24,LITEBUSDT,LITEBUSDT-aggTrades-2026-07-24.zip,ok,20566
2026-07-24,LPTUSDT,LPTUSDT-1m-2026-07-24.zip,ok,20605
2026-07-24,LPTUSDT,LPTUSDT-aggTrades-2026-07-24.zip,ok,26172
2026-07-24,LQTYUSDT,LQTYUSDT-1m-2026-07-24.zip,ok,15137
2026-07-24,LQTYUSDT,LQTYUSDT-aggTrades-2026-07-24.zip,ok,9608
2026-07-24,LSKUSDT,LSKUSDT-1m-2026-07-24.zip,ok,21946
2026-07-24,LSKUSDT,LSKUSDT-aggTrades-2026-07-24.zip,ok,66435
2026-07-24,LUMIAUSDT,LUMIAUSDT-1m-2026-07-24.zip,ok,36782
2026-07-24,LUMIAUSDT,LUMIAUSDT-aggTrades-2026-07-24.zip,ok,145731
2026-07-24,LUNAUSDT,LUNAUSDT-1m-2026-07-24.zip,ok,23874
2026-07-24,LUNAUSDT,LUNAUSDT-aggTrades-2026-07-24.zip,ok,41683
2026-07-24,LUNCUSDT,LUNCUSDT-1m-2026-07-24.zip,ok,51921
2026-07-24,LUNCUSDT,LUNCUSDT-aggTrades-2026-07-24.zip,ok,240588
2026-07-24,MAGICUSDT,MAGICUSDT-1m-2026-07-24.zip,ok,20734
2026-07-24,MAGICUSDT,MAGICUSDT-aggTrades-2026-07-24.zip,ok,40087
2026-07-24,MANAUSDT,MANAUSDT-1m-2026-07-24.zip,ok,23110
2026-07-24,MANAUSDT,MANAUSDT-aggTrades-2026-07-24.zip,ok,47250
2026-07-24,MANTAUSDT,MANTAUSDT-1m-2026-07-24.zip,ok,27137
2026-07-24,MANTAUSDT,MANTAUSDT-aggTrades-2026-07-24.zip,ok,54600
2026-07-24,MANTRAUSDT,MANTRAUSDT-1m-2026-07-24.zip,ok,29020
2026-07-24,MANTRAUSDT,MANTRAUSDT-aggTrades-2026-07-24.zip,ok,69687
2026-07-24,MASKUSDT,MASKUSDT-1m-2026-07-24.zip,ok,15101
2026-07-24,MASKUSDT,MASKUSDT-aggTrades-2026-07-24.zip,ok,16419
2026-07-24,MAVUSDT,MAVUSDT-1m-2026-07-24.zip,ok,26405
2026-07-24,MAVUSDT,MAVUSDT-aggTrades-2026-07-24.zip,ok,53050
2026-07-24,MBLUSDT,MBLUSDT-1m-2026-07-24.zip,ok,43958
2026-07-24,MBLUSDT,MBLUSDT-aggTrades-2026-07-24.zip,ok,475947
2026-07-24,MEMEUSDT,MEMEUSDT-1m-2026-07-24.zip,ok,25904
2026-07-24,MEMEUSDT,MEMEUSDT-aggTrades-2026-07-24.zip,ok,71605
2026-07-24,METABUSDT,METABUSDT-1m-2026-07-24.zip,ok,20553
2026-07-24,METABUSDT,METABUSDT-aggTrades-2026-07-24.zip,ok,39035
2026-07-24,METISUSDT,METISUSDT-1m-2026-07-24.zip,ok,14701
2026-07-24,METISUSDT,METISUSDT-aggTrades-2026-07-24.zip,ok,10187
2026-07-24,METUSDT,METUSDT-1m-2026-07-24.zip,ok,36393
2026-07-24,METUSDT,METUSDT-aggTrades-2026-07-24.zip,ok,182089
2026-07-24,MEUSDT,MEUSDT-1m-2026-07-24.zip,ok,26889
2026-07-24,MEUSDT,MEUSDT-aggTrades-2026-07-24.zip,ok,51973
2026-07-24,MINAUSDT,MINAUSDT-1m-2026-07-24.zip,ok,18364
2026-07-24,MINAUSDT,MINAUSDT-aggTrades-2026-07-24.zip,ok,18631
2026-07-24,MIRAUSDT,MIRAUSDT-1m-2026-07-24.zip,ok,31131
2026-07-24,MIRAUSDT,MIRAUSDT-aggTrades-2026-07-24.zip,ok,84515
2026-07-24,MITOUSDT,MITOUSDT-1m-2026-07-24.zip,ok,33316
2026-07-24,MITOUSDT,MITOUSDT-aggTrades-2026-07-24.zip,ok,122750
2026-07-24,MMTUSDT,MMTUSDT-1m-2026-07-24.zip,ok,28792
2026-07-24,MMTUSDT,MMTUSDT-aggTrades-2026-07-24.zip,ok,67769
2026-07-24,MORPHOUSDT,MORPHOUSDT-1m-2026-07-24.zip,ok,37880
2026-07-24,MORPHOUSDT,MORPHOUSDT-aggTrades-2026-07-24.zip,ok,173942
2026-07-24,MOVEUSDT,MOVEUSDT-1m-2026-07-24.zip,ok,27025
2026-07-24,MOVEUSDT,MOVEUSDT-aggTrades-2026-07-24.zip,ok,83828
2026-07-24,MOVRUSDT,MOVRUSDT-1m-2026-07-24.zip,ok,26752
2026-07-24,MOVRUSDT,MOVRUSDT-aggTrades-2026-07-24.zip,ok,55727
2026-07-24,MRVLBUSDT,MRVLBUSDT-1m-2026-07-24.zip,ok,22807
2026-07-24,MRVLBUSDT,MRVLBUSDT-aggTrades-2026-07-24.zip,ok,68001
2026-07-24,MSFTBUSDT,MSFTBUSDT-1m-2026-07-24.zip,ok,17153
2026-07-24,MSFTBUSDT,MSFTBUSDT-aggTrades-2026-07-24.zip,ok,21700
2026-07-24,MSTRBUSDT,MSTRBUSDT-1m-2026-07-24.zip,ok,31446
2026-07-24,MSTRBUSDT,MSTRBUSDT-aggTrades-2026-07-24.zip,ok,211611
2026-07-24,MTLUSDT,MTLUSDT-1m-2026-07-24.zip,ok,10718
2026-07-24,MTLUSDT,MTLUSDT-aggTrades-2026-07-24.zip,ok,4257
2026-07-24,MUBARAKUSDT,MUBARAKUSDT-1m-2026-07-24.zip,ok,28112
2026-07-24,MUBARAKUSDT,MUBARAKUSDT-aggTrades-2026-07-24.zip,ok,55881
2026-07-24,MUUBUSDT,MUUBUSDT-1m-2026-07-24.zip,ok,28000
2026-07-24,MUUBUSDT,MUUBUSDT-aggTrades-2026-07-24.zip,ok,70954
2026-07-24,MVLLBUSDT,MVLLBUSDT-1m-2026-07-24.zip,ok,19273
2026-07-24,MVLLBUSDT,MVLLBUSDT-aggTrades-2026-07-24.zip,ok,26702
2026-07-24,NBISBUSDT,NBISBUSDT-1m-2026-07-24.zip,ok,32593
2026-07-24,NBISBUSDT,NBISBUSDT-aggTrades-2026-07-24.zip,ok,92576
2026-07-24,NEIROUSDT,NEIROUSDT-1m-2026-07-24.zip,ok,46082
2026-07-24,NEIROUSDT,NEIROUSDT-aggTrades-2026-07-24.zip,ok,334287
2026-07-24,NEOUSDT,NEOUSDT-1m-2026-07-24.zip,ok,27093
2026-07-24,NEOUSDT,NEOUSDT-aggTrades-2026-07-24.zip,ok,45926
2026-07-24,NEWTUSDT,NEWTUSDT-1m-2026-07-24.zip,ok,23404
2026-07-24,NEWTUSDT,NEWTUSDT-aggTrades-2026-07-24.zip,ok,37511
2026-07-24,NEXOUSDT,NEXOUSDT-1m-2026-07-24.zip,ok,31483
2026-07-24,NEXOUSDT,NEXOUSDT-aggTrades-2026-07-24.zip,ok,91997
2026-07-24,NIGHTUSDT,NIGHTUSDT-1m-2026-07-24.zip,ok,43958
2026-07-24,NIGHTUSDT,NIGHTUSDT-aggTrades-2026-07-24.zip,ok,256898
2026-07-24,NILUSDT,NILUSDT-1m-2026-07-24.zip,ok,33220
2026-07-24,NILUSDT,NILUSDT-aggTrades-2026-07-24.zip,ok,64191
2026-07-24,NMRUSDT,NMRUSDT-1m-2026-07-24.zip,ok,15176
2026-07-24,NMRUSDT,NMRUSDT-aggTrades-2026-07-24.zip,ok,11096
2026-07-24,NOKBUSDT,NOKBUSDT-1m-2026-07-24.zip,ok,19288
2026-07-24,NOKBUSDT,NOKBUSDT-aggTrades-2026-07-24.zip,ok,26281
2026-07-24,NOMUSDT,NOMUSDT-1m-2026-07-24.zip,ok,23186
2026-07-24,NOMUSDT,NOMUSDT-aggTrades-2026-07-24.zip,ok,69174
2026-07-24,NOTUSDT,NOTUSDT-1m-2026-07-24.zip,ok,21163
2026-07-24,NOTUSDT,NOTUSDT-aggTrades-2026-07-24.zip,ok,26421
2026-07-24,NVDABUSDT,NVDABUSDT-1m-2026-07-24.zip,ok,32077
2026-07-24,NVDABUSDT,NVDABUSDT-aggTrades-2026-07-24.zip,ok,97681
2026-07-24,NXPCUSDT,NXPCUSDT-1m-2026-07-24.zip,ok,36814
2026-07-24,NXPCUSDT,NXPCUSDT-aggTrades-2026-07-24.zip,ok,95897
2026-07-24,OGNUSDT,OGNUSDT-1m-2026-07-24.zip,ok,20484
2026-07-24,OGNUSDT,OGNUSDT-aggTrades-2026-07-24.zip,ok,31496
2026-07-24,OGUSDT,OGUSDT-1m-2026-07-24.zip,ok,21039
2026-07-24,OGUSDT,OGUSDT-aggTrades-2026-07-24.zip,ok,26938
2026-07-24,ONEUSDT,ONEUSDT-1m-2026-07-24.zip,ok,27082
2026-07-24,ONEUSDT,ONEUSDT-aggTrades-2026-07-24.zip,ok,94910
2026-07-24,ONGUSDT,ONGUSDT-1m-2026-07-24.zip,ok,19388
2026-07-24,ONGUSDT,ONGUSDT-aggTrades-2026-07-24.zip,ok,20641
2026-07-24,ONTUSDT,ONTUSDT-1m-2026-07-24.zip,ok,21536
2026-07-24,ONTUSDT,ONTUSDT-aggTrades-2026-07-24.zip,ok,32046
2026-07-24,OPENUSDT,OPENUSDT-1m-2026-07-24.zip,ok,34430
2026-07-24,OPENUSDT,OPENUSDT-aggTrades-2026-07-24.zip,ok,144744
2026-07-24,OPGUSDT,OPGUSDT-1m-2026-07-24.zip,ok,28160
2026-07-24,OPGUSDT,OPGUSDT-aggTrades-2026-07-24.zip,ok,63599
2026-07-24,OPUSDT,OPUSDT-1m-2026-07-24.zip,ok,37520
2026-07-24,OPUSDT,OPUSDT-aggTrades-2026-07-24.zip,ok,141053
2026-07-24,ORCAUSDT,ORCAUSDT-1m-2026-07-24.zip,ok,22448
2026-07-24,ORCAUSDT,ORCAUSDT-aggTrades-2026-07-24.zip,ok,29462
2026-07-24,ORCLBUSDT,ORCLBUSDT-1m-2026-07-24.zip,ok,18505
2026-07-24,ORCLBUSDT,ORCLBUSDT-aggTrades-2026-07-24.zip,ok,30899
2026-07-24,ORDIUSDT,ORDIUSDT-1m-2026-07-24.zip,ok,39128
2026-07-24,ORDIUSDT,ORDIUSDT-aggTrades-2026-07-24.zip,ok,193196
2026-07-24,OSMOUSDT,OSMOUSDT-1m-2026-07-24.zip,ok,28236
2026-07-24,OSMOUSDT,OSMOUSDT-aggTrades-2026-07-24.zip,ok,44886
2026-07-24,PARTIUSDT,PARTIUSDT-1m-2026-07-24.zip,ok,26363
2026-07-24,PARTIUSDT,PARTIUSDT-aggTrades-2026-07-24.zip,ok,79673
2026-07-24,PENDLEUSDT,PENDLEUSDT-1m-2026-07-24.zip,ok,33434
2026-07-24,PENDLEUSDT,PENDLEUSDT-aggTrades-2026-07-24.zip,ok,116720
2026-07-24,PENGUUSDT,PENGUUSDT-1m-2026-07-24.zip,ok,49494
2026-07-24,PENGUUSDT,PENGUUSDT-aggTrades-2026-07-24.zip,ok,339168
2026-07-24,PEOPLEUSDT,PEOPLEUSDT-1m-2026-07-24.zip,ok,20060
2026-07-24,PEOPLEUSDT,PEOPLEUSDT-aggTrades-2026-07-24.zip,ok,27529
2026-07-24,PHAUSDT,PHAUSDT-1m-2026-07-24.zip,ok,20106
2026-07-24,PHAUSDT,PHAUSDT-aggTrades-2026-07-24.zip,ok,31993
2026-07-24,PIVXUSDT,PIVXUSDT-1m-2026-07-24.zip,ok,25380
2026-07-24,PIVXUSDT,PIVXUSDT-aggTrades-2026-07-24.zip,ok,45209
2026-07-24,PIXELUSDT,PIXELUSDT-1m-2026-07-24.zip,ok,26782
2026-07-24,PIXELUSDT,PIXELUSDT-aggTrades-2026-07-24.zip,ok,56330
2026-07-24,PLTRBUSDT,PLTRBUSDT-1m-2026-07-24.zip,ok,21737
2026-07-24,PLTRBUSDT,PLTRBUSDT-aggTrades-2026-07-24.zip,ok,33488
2026-07-24,PLUMEUSDT,PLUMEUSDT-1m-2026-07-24.zip,ok,36347
2026-07-24,PLUMEUSDT,PLUMEUSDT-aggTrades-2026-07-24.zip,ok,127830
2026-07-24,PNUTUSDT,PNUTUSDT-1m-2026-07-24.zip,ok,21627
2026-07-24,PNUTUSDT,PNUTUSDT-aggTrades-2026-07-24.zip,ok,58306
2026-07-24,POLUSDT,POLUSDT-1m-2026-07-24.zip,ok,47220
2026-07-24,POLUSDT,POLUSDT-aggTrades-2026-07-24.zip,ok,309260
2026-07-24,POLYXUSDT,POLYXUSDT-1m-2026-07-24.zip,ok,15991
2026-07-24,POLYXUSDT,POLYXUSDT-aggTrades-2026-07-24.zip,ok,25160
2026-07-24,PORTALUSDT,PORTALUSDT-1m-2026-07-24.zip,ok,35029
2026-07-24,PORTALUSDT,PORTALUSDT-aggTrades-2026-07-24.zip,ok,101796
2026-07-24,PORTOUSDT,PORTOUSDT-1m-2026-07-24.zip,ok,35132
2026-07-24,PORTOUSDT,PORTOUSDT-aggTrades-2026-07-24.zip,ok,82778
2026-07-24,POWRUSDT,POWRUSDT-1m-2026-07-24.zip,ok,15357
2026-07-24,POWRUSDT,POWRUSDT-aggTrades-2026-07-24.zip,ok,10607
2026-07-24,PROMUSDT,PROMUSDT-1m-2026-07-24.zip,ok,51149
2026-07-24,PROMUSDT,PROMUSDT-aggTrades-2026-07-24.zip,ok,722102
2026-07-24,PROVEUSDT,PROVEUSDT-1m-2026-07-24.zip,ok,22950
2026-07-24,PROVEUSDT,PROVEUSDT-aggTrades-2026-07-24.zip,ok,48615
2026-07-24,PSGUSDT,PSGUSDT-1m-2026-07-24.zip,ok,26580
2026-07-24,PSGUSDT,PSGUSDT-aggTrades-2026-07-24.zip,ok,39668
2026-07-24,PUNDIXUSDT,PUNDIXUSDT-1m-2026-07-24.zip,ok,13027
2026-07-24,PUNDIXUSDT,PUNDIXUSDT-aggTrades-2026-07-24.zip,ok,5662
2026-07-24,PYRUSDT,PYRUSDT-1m-2026-07-24.zip,ok,41422
2026-07-24,PYRUSDT,PYRUSDT-aggTrades-2026-07-24.zip,ok,157423
2026-07-24,PYTHUSDT,PYTHUSDT-1m-2026-07-24.zip,ok,43003
2026-07-24,PYTHUSDT,PYTHUSDT-aggTrades-2026-07-24.zip,ok,311127
2026-07-24,QCOMBUSDT,QCOMBUSDT-1m-2026-07-24.zip,ok,22970
2026-07-24,QCOMBUSDT,QCOMBUSDT-aggTrades-2026-07-24.zip,ok,52365
2026-07-24,QIUSDT,QIUSDT-1m-2026-07-24.zip,ok,35241
2026-07-24,QIUSDT,QIUSDT-aggTrades-2026-07-24.zip,ok,68758
2026-07-24,QKCUSDT,QKCUSDT-1m-2026-07-24.zip,ok,25734
2026-07-24,QKCUSDT,QKCUSDT-aggTrades-2026-07-24.zip,ok,35219
2026-07-24,QNTBUSDT,QNTBUSDT-1m-2026-07-24.zip,ok,14540
2026-07-24,QNTBUSDT,QNTBUSDT-aggTrades-2026-07-24.zip,ok,6072
2026-07-24,QNTUSDT,QNTUSDT-1m-2026-07-24.zip,ok,28726
2026-07-24,QNTUSDT,QNTUSDT-aggTrades-2026-07-24.zip,ok,102822
2026-07-24,QQQBUSDT,QQQBUSDT-1m-2026-07-24.zip,ok,30832
2026-07-24,QQQBUSDT,QQQBUSDT-aggTrades-2026-07-24.zip,ok,157287
2026-07-24,QTUMUSDT,QTUMUSDT-1m-2026-07-24.zip,ok,29782
2026-07-24,QTUMUSDT,QTUMUSDT-aggTrades-2026-07-24.zip,ok,81180
2026-07-24,QUICKUSDT,QUICKUSDT-1m-2026-07-24.zip,ok,17263
2026-07-24,QUICKUSDT,QUICKUSDT-aggTrades-2026-07-24.zip,ok,15230
2026-07-24,RADUSDT,RADUSDT-1m-2026-07-24.zip,ok,22922
2026-07-24,RADUSDT,RADUSDT-aggTrades-2026-07-24.zip,ok,29496
2026-07-24,RAREUSDT,RAREUSDT-1m-2026-07-24.zip,ok,20372
2026-07-24,RAREUSDT,RAREUSDT-aggTrades-2026-07-24.zip,ok,26394
2026-07-24,RAYUSDT,RAYUSDT-1m-2026-07-24.zip,ok,26427
2026-07-24,RAYUSDT,RAYUSDT-aggTrades-2026-07-24.zip,ok,65429
2026-07-24,REDUSDT,REDUSDT-1m-2026-07-24.zip,ok,21303
2026-07-24,REDUSDT,REDUSDT-aggTrades-2026-07-24.zip,ok,33305
2026-07-24,RENDERUSDT,RENDERUSDT-1m-2026-07-24.zip,ok,34148
2026-07-24,RENDERUSDT,RENDERUSDT-aggTrades-2026-07-24.zip,ok,82038
2026-07-24,REQUSDT,REQUSDT-1m-2026-07-24.zip,ok,20028
2026-07-24,REQUSDT,REQUSDT-aggTrades-2026-07-24.zip,ok,19506
2026-07-24,RESOLVUSDT,RESOLVUSDT-1m-2026-07-24.zip,ok,28402
2026-07-24,RESOLVUSDT,RESOLVUSDT-aggTrades-2026-07-24.zip,ok,55847
2026-07-24,REZUSDT,REZUSDT-1m-2026-07-24.zip,ok,34569
2026-07-24,REZUSDT,REZUSDT-aggTrades-2026-07-24.zip,ok,129874
2026-07-24,RIFUSDT,RIFUSDT-1m-2026-07-24.zip,ok,52344
2026-07-24,RIFUSDT,RIFUSDT-aggTrades-2026-07-24.zip,ok,1574722
2026-07-24,RKLBBUSDT,RKLBBUSDT-1m-2026-07-24.zip,ok,22166
2026-07-24,RKLBBUSDT,RKLBBUSDT-aggTrades-2026-07-24.zip,ok,41512
2026-07-24,RLCUSDT,RLCUSDT-1m-2026-07-24.zip,ok,16800
2026-07-24,RLCUSDT,RLCUSDT-aggTrades-2026-07-24.zip,ok,17362
2026-07-24,ROBOUSDT,ROBOUSDT-1m-2026-07-24.zip,ok,24231
2026-07-24,ROBOUSDT,ROBOUSDT-aggTrades-2026-07-24.zip,ok,43095
2026-07-24,RONINUSDT,RONINUSDT-1m-2026-07-24.zip,ok,25838
2026-07-24,RONINUSDT,RONINUSDT-aggTrades-2026-07-24.zip,ok,52361
2026-07-24,ROSEUSDT,ROSEUSDT-1m-2026-07-24.zip,ok,25744
2026-07-24,ROSEUSDT,ROSEUSDT-aggTrades-2026-07-24.zip,ok,42356
2026-07-24,RPLUSDT,RPLUSDT-1m-2026-07-24.zip,ok,15101
2026-07-24,RPLUSDT,RPLUSDT-aggTrades-2026-07-24.zip,ok,12940
2026-07-24,RSRUSDT,RSRUSDT-1m-2026-07-24.zip,ok,25410
2026-07-24,RSRUSDT,RSRUSDT-aggTrades-2026-07-24.zip,ok,43221
2026-07-24,RUNEUSDT,RUNEUSDT-1m-2026-07-24.zip,ok,19114
2026-07-24,RUNEUSDT,RUNEUSDT-aggTrades-2026-07-24.zip,ok,36872
2026-07-24,RVNUSDT,RVNUSDT-1m-2026-07-24.zip,ok,18760
2026-07-24,RVNUSDT,RVNUSDT-aggTrades-2026-07-24.zip,ok,21943
2026-07-24,SAGAUSDT,SAGAUSDT-1m-2026-07-24.zip,ok,37369
2026-07-24,SAGAUSDT,SAGAUSDT-aggTrades-2026-07-24.zip,ok,321991
